label	status	color	section	sectionColor	workflow	modules	declarations
thm:minimal-sorting-measurable	verified	#2da44e	market-representation	#1a7f37	lean-market-representation.yml	Foundations.MarketRepresentation.TuplesMeasurableSorting;Foundations.MarketRepresentation.TuplesSorting	module-comment;measurable_of_measurable_restrict_countable_cover;measurableSet_strictOrder_of_measurableSet_le;fixedIndexComparableSet;measurableSet_fixedIndexComparableSet_of_borelOrder;fixedStrictLowerSet;measurableSet_fixedStrictLowerSet_of_borelOrder;fixedPathComparable;measurableSet_fixedPathComparable_of_borelOrder;fixedPathComparable_indexConnected;indexConnected_exists_fixedPathComparable;fixedPathWitnessSet;measurableSet_fixedPathWitnessSet_of_borelOrder;fixedIndexConnectedPathSet;measurableSet_fixedIndexConnectedPathSet_of_borelOrder;mem_fixedIndexConnectedPathSet_iff_indexConnected;measurableSet_fixedIndexConnected_of_borelOrder;fixedConnectivityPatternCell;measurableSet_fixedConnectivityPatternCell_of_borelOrder;fixedBlockRemaining;fixedBlockRemaining_zero;fixedBlockStepCell;measurableSet_fixedBlockStepCell_of_borelOrder;fixedBlockPermutationCell;measurableSet_fixedBlockPermutationCell_of_borelOrder;FixedBlockEnumeration;mem_fixedBlockPermutationCell_step;fixedBlockEnumerationCell_no_strict_lower;fixedBlockEnumerationCell_least_index_witness;fixedMinimalSortingRefinedCell;measurableSet_fixedMinimalSortingRefinedCell_of_borelOrder;fixedIndexListMap;fixedIndexGraphList_map_value;continuous_fixedIndexListMap;FixedBlockEnumeration.CoversBlock;FixedBlockEnumeration.InjectiveEnumeration;FixedBlockEnumeration.enum_mem_block_of_coversBlock;FixedBlockEnumeration.enum_mem_remaining_of_coversBlock_injective;FixedBlockEnumeration.mem_remaining_iff_exists_enum_ge;FixedBlockEnumeration.length_eq_card_block_of_coversBlock_injective;FixedBlockEnumeration.length_le_of_coversBlock_injective;FixedBlockEnumeration.length_indexList_pos_of_block_nonempty;blocks_length_le_fixedBlockEnumerationsIndexList_length_of_nonempty;nodup_blockList_of_pairwiseDisjoint_noEmpty;FixedMinimalSortingBranch;FixedMinimalSortingBranch.NoEmptyBlocks;FixedBlockCode;FixedMinimalSortingBranch.blocksMatchSegmentArrival;FixedMinimalSortingBranch.arrivalRefinedCell;FixedBlockEnumeration.distinctFiniteSet;FixedBlockEnumeration.segmentDistinctFiniteSet_eq_distinctFiniteSet;FixedBlockEnumeration.ofSegmentSort;FixedBlockEnumeration.ofSegmentSort_block_nonempty;FixedMinimalSortingBranch.blocksOfTuple;FixedMinimalSortingBranch.ofTuple;FixedMinimalSortingBranch.ofTuple_blocksMatchSegmentArrival;FixedBlockEnumeration.no_strict_lower_of_pairwise_graphList;FixedBlockEnumeration.ofSegmentSort_no_strict_lower;FixedBlockEnumeration.remainingGraphFinset;FixedBlockEnumeration.remainingGraphFinset_eq_graphPointListToFinset_drop;FixedBlockEnumeration.remainingGraphFinset_zero_eq_toFinset;FixedBlockEnumeration.ofSegmentSort_leastIndexValueMinimal_remainingGraphFinset_eq;FixedBlockEnumeration.least_index_witness_of_leastIndexValueMinimal;FixedBlockEnumeration.mem_fixedBlockStepCell_of_pairwise_graphList_leastIndexValueMinimal;FixedBlockEnumeration.ofSegmentSort_mem_fixedBlockStepCell;FixedBlockEnumeration.ofSegmentSort_mem_cell;FixedMinimalSortingBranch.mem_cell_ofTuple;FixedBlockEnumeration.remainingGraphFinset_erase_eq_next;FixedBlockEnumeration.remainingGraphFinset_erase_eq_empty_of_last;FixedBlockEnumeration.leastIndexValueMinimal_remainingGraphFinset_eq;FixedBlockEnumeration.distinctFiniteSetSortListAux_remainingGraphFinset_eq_cons;FixedBlockEnumeration.distinctFiniteSetSortListAux_remainingGraphFinset_eq_graphList_drop;FixedBlockEnumeration.distinctFiniteSetSortList_eq_graphList_of_mem_cell;minimumSortGraphBlocks_eq_fixedGraphBlocks_of_segmentBlocks_eq;FixedMinimalSortingBranch.minimumSortGraphBlocks_eq_graphLists_ofTuple;FixedMinimalSortingBranch.minimumSortGraphList_eq_graphList_ofTuple;FixedMinimalSortingBranch.minimumSortList_eq_indexList_map_ofTuple;FixedMinimalSortingBranch.minimumSort_eq_map_ofTuple;FixedMinimalSortingBranch.exists_mem_cell_blocksMatch_minimumSort_eq_map;FixedMinimalSortingBranch.iUnion_cell_eq_univ;FixedMinimalSortingBranch.mem_arrivalRefinedCell_ofTuple;FixedMinimalSortingBranch.noEmptyBlocks_of_blocksMatchSegmentArrival;FixedMinimalSortingBranch.noEmptyBlocks_of_mem_arrivalRefinedCell;FixedMinimalSortingBranch.ofTuple_noEmptyBlocks;FixedMinimalSortingBranch.iUnion_arrivalRefinedCell_eq_univ;segmentSetListByArrival_eq_of_same_connectedRelation;FixedMinimalSortingBranch.blocksMatchSegmentArrival_of_mem_cell_of_blocksMatchSegmentArrival;FixedMinimalSortingBranch.arrivalRefinedCell_eq_cell_of_mem;FixedMinimalSortingBranch.ofTuple_arrivalRefinedCell_eq_cell;FixedMinimalSortingBranch.ofTuple_blocksMatchSegmentArrival_of_mem_cell;FixedMinimalSortingBranch.indexConnected_iff_relation_of_mem_cell;FixedMinimalSortingBranch.indexConnected_iff_same_block_of_mem_cell;FixedMinimalSortingBranch.mem_blockStepCell_of_mem_cell;FixedMinimalSortingBranch.minimumSortGraphBlocks_eq_graphLists_of_blocksMatchSegmentArrival;FixedMinimalSortingBranch.minimumSortGraphList_eq_graphList_of_blocksMatchSegmentArrival;FixedMinimalSortingBranch.minimumSortList_eq_indexList_map_of_blocksMatchSegmentArrival;FixedMinimalSortingBranch.minimumSort_eq_map_of_blocksMatchSegmentArrival;FixedMinimalSortingBranch.minimumSort_eq_map_of_mem_arrivalRefinedCell;FixedMinimalSortingBranch.minimumSort_eq_map_of_mem_cell_of_mem_arrivalRefinedCell;FixedMinimalSortingBranch.minimumSort_eq_map_of_mem_cell_ofTuple;FixedMinimalSortingBranch.nodup_indexList;FixedMinimalSortingBranch.mem_indexList;FixedMinimalSortingBranch.sum_block_card_eq;FixedMinimalSortingBranch.blocks_length_le_of_noEmptyBlocks;FixedMinimalSortingBranch.nodup_blockList_of_noEmptyBlocks;FixedMinimalSortingBranch.blocks_length_le_of_mem_arrivalRefinedCell;FixedMinimalSortingBranch.nodup_blockList_of_mem_arrivalRefinedCell;FixedMinimalSortingBranch.ofTuple_blocks_length_le;FixedMinimalSortingBranch.ofTuple_nodup_blockList;FixedBranchCode.ofTuple;FixedBranchCode.toBranch_ofTuple_blocks;FixedBranchCode.mem_toBranch_arrivalRefinedCell_ofTuple;RealizedFixedBranchCode;RealizedFixedBranchCode.iUnion_cell_eq_univ;FixedMinimalSortingBranch.minimumSortIndexList_eq_indexList_of_blocksMatchSegmentArrival;FixedMinimalSortingBranch.minimumSortPermutation_eq_permutation_of_blocksMatchSegmentArrival;FixedMinimalSortingBranch.minimumSortPermutation_eq_permutation_of_witnessedCell;FixedMinimalSortingBranch.measurable_minimumSort_restrict_of_mem_arrivalRefinedCell;measurable_minimumSort_fixedLength_of_realizedBranchFiniteCover;measurable_minimumSort_fixedLength_of_realizedBranchCodes;measurable_minimumSort_of_borelOrder;measurable_minimumSortPermutation_fixedLength_of_realizedBranchCodes;measurable_minimumSortPermutation_of_borelOrder;OrderedFixedMinimalSortingBranch;OrderedFixedMinimalSortingBranch.minimumSort_eq_map_of_mem_cell;OrderedFixedMinimalSortingBranch.measurableSet_cell_of_borelOrder;OrderedFixedMinimalSortingBranch.continuous_map;OrderedFixedMinimalSortingBranch.measurable_minimumSort_restrict;measurable_minimumSort_fixedLength_of_orderedBranchPartition;measurable_minimumSort_fixedLength_of_orderedBranchFiniteCover;continuous_fixedBlockEnumerationsMap;exists_lower_value_of_index_lt_leastIndexValueMinimal;leastIndexValueMinimal_graphPointListToFinset_drop_distinctFiniteSetSortListAux
thm:pasting-lemma	verified	#2da44e	market-representation	#1a7f37	lean-market-representation.yml	Foundations.MarketRepresentation.DisjointUnionTopology	module-comment;continuous_pasting_iff;continuous_metricTopology_pasting_iff
thm:pasting-lemma-measurable	verified	#2da44e	market-representation	#1a7f37	lean-market-representation.yml	Foundations.MarketRepresentation.DisjointUnionTopology	module-comment;measurable_pasting_iff;borel_sigma_eq;borel_metricTopology_eq_sigma;measurable_metricTopology_pasting_iff
thm:permutation-exists	verified	#2da44e	market-representation	#1a7f37	lean-market-representation.yml	Foundations.MarketRepresentation.TuplesSorting	extensionSortingPermutation;extensionSortingPermutation_isSorting;sortingPermutation_exists
thm:permuted-tuple-hausdorff-metric-complete-separable	verified	#2da44e	stochastic	#8250df	lean-stochastic.yml	Foundations.Stochastic.PermutedTuples	permutativeOrbit;permutativeOrbit_eq_of_related;quotientOrbit;quotientOrbit_injective;instPseudoEMetricSpace;instEMetricSpace;quotientMk_edist_le_of_tuple_edist_lt_one;quotientMk_edist_lt_of_tuple_edist_lt_min;chooseRepresentative_mem_quotientOrbit;mk_eq_of_mem_quotientOrbit;exists_representative_edist_lt_of_quotient_edist_lt;quotientLength;quotientLength_eq_of_edist_lt_one;cauchySeq_eventually_constant_quotientLength;mem_quotientOrbit_of_mk_eq;separableSpace;cauchySeq_tendsto_of_complete;completeSpace
thm:point-process-tuple	verified	#2da44e	stochastic	#8250df	lean-stochastic.yml	Foundations.Stochastic.TupleMeasures	uniformPermutationMeasure;uniformPermutationMeasure_card_eq_factorial;continuous_fixedLength_permute_mk;measurable_fixedLength_permute_mk;uniformPermutationMeasure_apply;uniformPermutationMeasure_univ;uniformPermutationMeasure_isProbabilityMeasure;measurable_uniformPermutationMeasure;pointProcessTupleMeasure;measurable_pointProcessTupleMeasure;pointProcessTupleMeasure_isProbabilityMeasure;pointProcessTupleKernel;pointProcessTupleKernel_isMarkovKernel;pointProcessTuple_markovKernel
thm:prokhorov-metric-weak-convergence-polish	external	#8250df	foundations	#0969da	lean-foundations.yml	Foundations.External;Foundations.Stochastic.PointProcesses	finiteMeasure_prokhorov_metrizes_weakConvergence_polish;prokhorovFiniteMeasures_complete_polish;prokhorovFiniteMeasures_separable_polish;prokhorovFiniteIntegerMeasures_complete_polish;prokhorovFiniteIntegerMeasures_separable_polish;prokhorovMetricWeakConvergencePolish_externalSummary;prokhorovEDistance;prokhorovDistance;ProkhorovFiniteMeasures;ProkhorovFiniteIntegerMeasures;prokhorovFiniteMeasures_dist_eq;prokhorovEDistance_lt_top;ProkhorovConvergesFiniteMeasures
thm:sorting-exists	verified	#2da44e	market-representation	#1a7f37	lean-market-representation.yml	Foundations.MarketRepresentation.TuplesMeasurableSorting;Foundations.MarketRepresentation.TuplesSorting	exists_mem_sortingValidSet_of_sortingRule;exists_mem_sortingValidSet;chosenSortingPermutation;choiceSortingRule;sortingRule_exists
thm:sufficient-decomposition	external	#8250df	foundations	#0969da	lean-foundations.yml	Foundations.External;Foundations.Stochastic.PointProcesses	finiteIntegerMeasure_atomicDecomposition;finiteIntegerMeasure_atomicDecomposition_unique_up_to_permutation;finiteIntegerMeasure_exists_atomicDecomposition;finiteIntegerMeasure_atomicDecomposition_externalSummary;module-comment;diracFiniteMeasure;diracFiniteMeasure_apply;weightedDiracFiniteMeasure;weightedDiracFiniteMeasure_apply;finiteAtomicMeasure;finiteAtomicMeasure_apply;finiteAtomicMeasure_integerValued;finiteAtomicIntegerMeasure;finiteAtomicMeasure_univ;AtomicDecomposition
thm:the-standard-machinery	verified	#2da44e	market-representation	#1a7f37	lean-market-representation.yml	Foundations.MarketRepresentation.TuplesMeasurableSorting;Foundations.MarketRepresentation.TuplesMetricTopology	measurableSet_tupleHausdorff_iff_fixedLength;module-comment;tupleHausdorffMetricTopology_isOpen_iff;tupleHausdorffMetricTopology_eq_sigma;tupleHausdorffMetricTopology_eq_tupleSup;tupleHausdorffTupleSupHomeomorph;continuous_tupleHausdorff_iff_tupleSup;continuous_tupleHausdorff_iff_fixedLength;tupleHausdorffBorel;tupleSupBorel;tupleHausdorffBorel_eq_tupleSupBorel;tupleSupBorel_eq_sigma;measurable_tupleHausdorff_iff_tupleSup;measurable_tupleHausdorff_iff_fixedLength
thm:tuple-space-metrization	verified	#2da44e	market-representation	#1a7f37	lean-market-representation.yml	Foundations.MarketRepresentation.TuplesMetricTopology	tupleHausdorffEDistance;instEDist;instPseudoEMetricSpace;instEMetricSpace
thm:tuple-space-properties	verified	#2da44e	market-representation	#1a7f37	lean-market-representation.yml	Foundations.MarketRepresentation.TuplesMetricTopology	graph_isometry;ncard_initialSegment;ncard_indexSet_graph;ncard_graph;length_eq_of_edist_lt_one;coordinateEDistSup;fixedLength_edist_le_coordinateEDistSup;coordinate_edist_lt_one_of_fixedLength_edist_lt_one;coordinate_edist_le_fixedLength_edist_of_lt_one;coordinateEDistSup_le_fixedLength_edist_of_lt_one;fixedLength_edist_eq_coordinateEDistSup_of_lt_one;cauchySeq_eventually_constant_length;cauchySeq_tendsto_of_complete;completeSpace;tupleSupportedOn;tupleSupportedOn_countable;tupleSupportedOn_dense;separableSpace_via_graphImage;separableSpace;sortedTuple_separableSpace
thm:weak-linear-transport-vector-space-structure	verified	#2da44e	stochastic	#8250df	lean-stochastic.yml	Foundations.Stochastic.KernelHilbert	weakLinearKernelEquivRangeSubmodule;WeakLinearKernelSpace;weakLinearKernelSpaceEquivRange;weakLinearKernelSpace_addCommGroup;weakLinearKernelSpace_module;weakLinear_transport_vectorSpace_structure;weakLinear_transport_vectorSpace_instances
